Date,Open,High,Low,Close,Adj Close,Volume,MarketCap,EnterpriseValue,PeRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,OperatingRevenue,CostOfRevenue,GrossProfit,OperatingExpense,SellingGeneralAndAdministration,OperatingIncome,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,NetIncome,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,CurrentAssets,CashCashEquivalentsAndShortTermInvestments,CashAndCashEquivalents,Receivables,Inventory,TotalNonCurrentAssets,NetPPE,GrossPPE,AccumulatedDepreciation,GoodwillAndOtherIntangibleAssets,OtherIntangibleAssets,OtherNonCurrentAssets,TotalLiabilitiesNetMinorityInterest,CurrentLiabilities,PayablesAndAccruedExpenses,Payables,AccountsPayable,CurrentDebtAndCapitalLeaseObligation,CurrentDebt,TotalNonCurrentLiabilitiesNetMinorityInterest,LongTermDebtAndCapitalLeaseObligation,LongTermDebt,NonCurrentDeferredLiabilities,NonCurrentDeferredTaxesLiabilities,OtherNonCurrentLiabilities,TotalEquityGrossMinorityInterest,StockholdersEquity,RetainedEarnings,TotalCapitalization,CommonStockEquity,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,NetIncomeFromContinuingOperations,DepreciationAmortizationDepletion,DepreciationAndAmortization,DeferredTax,DeferredIncomeTax,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetPPEPurchaseAndSale,PurchaseOfPPE,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetIssuancePaymentsOfDebt,NetCommonStockIssuance,CommonStockIssuance,CommonStockPayments,EndCashPosition,ChangesInCash,EffectOfExchangeRateChanges,BeginningCashPosition,CapitalExpenditure,IssuanceOfCapitalStock,RepurchaseOfCapitalStock,FreeCashFlow
3/31/2021,52.959999,54.869999,52.290001,53.98,50.077721,270807700,"227,143,818,441","259,022,818,441",29.447,6.902,11.77,28.716,72.535,"9,020,000,000","9,020,000,000","3,505,000,000","5,515,000,000","2,793,000,000","2,669,000,000","2,722,000,000","417,000,000","2,763,000,000","508,000,000","2,245,000,000","2,245,000,000","2,255,000,000","2,255,000,000","2,245,000,000",0.52,0.52,"4,307,000,000","4,330,000,000","2,722,000,000","6,298,000,000","2,245,000,000","2,245,000,000","3,205,000,000","3,571,000,000","3,505,000,000","366,000,000","2,245,000,000","3,571,000,000",0.184,0,"89,993,000,000","21,932,000,000","12,589,000,000","8,484,000,000","3,762,000,000","3,356,000,000","68,061,000,000","10,673,000,000","19,859,000,000","-9,186,000,000","28,790,000,000","11,172,000,000","6,494,000,000","67,661,000,000","16,486,000,000","11,673,000,000","11,673,000,000","10,929,000,000","4,813,000,000","4,813,000,000","51,175,000,000","40,170,000,000","40,170,000,000","2,447,000,000","2,447,000,000","8,558,000,000","22,332,000,000","20,355,000,000","67,009,000,000","60,525,000,000","20,355,000,000","-8,435,000,000","5,446,000,000","65,338,000,000","-8,435,000,000","44,983,000,000","7,040,000,000","4,311,000,000","1,636,000,000","1,636,000,000","2,255,000,000","366,000,000","366,000,000","377,000,000","377,000,000","-281,000,000","-281,000,000","-205,000,000","-216,000,000","364,000,000","364,000,000","2,544,000,000","79,000,000","183,000,000","-104,000,000","8,811,000,000","1,719,000,000","-18,000,000","7,110,000,000","-216,000,000","183,000,000","-104,000,000","1,420,000,000"
12/31/2020,54.27,54.630001,48.110001,48.150002,44.300453,457208200,"235,921,680,000","267,660,680,000",28.415,7.08,12.68,31.084,86.314,"8,611,000,000","8,611,000,000","3,578,000,000","5,033,000,000","2,695,000,000","2,589,000,000","2,338,000,000","257,000,000","2,361,000,000","887,000,000","1,456,000,000","1,456,000,000","1,474,000,000","1,474,000,000","1,456,000,000",0.34,0.34,"4,300,000,000","4,329,000,000","2,338,000,000","6,273,000,000","1,456,000,000","1,456,000,000","2,671,000,000","3,101,000,000","3,578,000,000","430,000,000","1,456,000,000","3,101,000,000",0.376,0,"87,296,000,000","19,240,000,000","10,914,000,000","6,795,000,000","3,144,000,000","3,266,000,000","68,056,000,000","10,777,000,000","19,700,000,000","-8,923,000,000","28,550,000,000","11,044,000,000","6,184,000,000","66,012,000,000","14,601,000,000","11,933,000,000","11,933,000,000","11,145,000,000","2,668,000,000","2,668,000,000","51,411,000,000","40,125,000,000","40,125,000,000","1,833,000,000","1,833,000,000","9,453,000,000","21,284,000,000","19,299,000,000","66,555,000,000","59,424,000,000","19,299,000,000","-9,251,000,000","4,639,000,000","62,092,000,000","-9,251,000,000","42,793,000,000","7,040,128,924","4,302,128,924","3,624,000,000","3,624,000,000","1,474,000,000","430,000,000","430,000,000","-28,000,000","-28,000,000","5,595,000,000","5,595,000,000","-385,000,000","-418,000,000","-14,043,000,000","-14,043,000,000","-10,783,000,000","108,000,000","133,000,000","-25,000,000","7,110,000,000","-4,824,000,000","112,000,000","11,822,000,000","-418,000,000","133,000,000","-25,000,000","3,206,000,000"
9/30/2020,49.439999,51.529999,47.299999,48.060001,43.873634,292193800,"212,142,890,000","244,659,890,000",23.288,6.216,12.134,28.278,76.48,"8,652,000,000","8,652,000,000","3,471,000,000","5,181,000,000","2,883,000,000","2,511,000,000","2,298,000,000","461,000,000","2,181,000,000","441,000,000","1,737,000,000","1,737,000,000","1,740,000,000","1,740,000,000","1,737,000,000",0.4,0.4,"4,296,000,000","4,321,000,000","2,298,000,000","6,354,000,000","1,737,000,000","1,737,000,000","2,841,000,000","3,199,000,000","3,471,000,000","358,000,000","1,737,000,000","3,199,000,000",0.202,0,"97,184,000,000","30,410,000,000","21,128,000,000","11,385,000,000","3,827,000,000","3,264,000,000","66,774,000,000","10,667,000,000","19,544,000,000","-8,877,000,000","27,920,000,000","11,033,000,000","6,161,000,000","76,868,000,000","26,891,000,000","13,526,000,000","13,526,000,000","12,750,000,000","13,365,000,000","13,365,000,000","49,977,000,000","39,502,000,000","39,502,000,000","1,945,000,000","1,945,000,000","8,530,000,000","20,316,000,000","18,607,000,000","66,863,000,000","58,109,000,000","18,607,000,000","-9,313,000,000","3,519,000,000","71,474,000,000","-9,313,000,000","52,867,000,000","7,040,000,000","4,297,000,000","3,434,000,000","3,434,000,000","1,740,000,000","358,000,000","358,000,000","49,000,000","49,000,000","-105,000,000","-105,000,000","-179,000,000","-223,000,000","-2,072,000,000","-2,072,000,000","-550,000,000","70,000,000","70,000,000",0,"11,822,000,000","1,257,000,000","136,000,000","10,429,000,000","-223,000,000","70,000,000",0,"3,211,000,000"
6/30/2020,44.93,49.279999,43.830002,47.240002,42.778782,369294100,"191,900,600,000","224,627,600,000",19.259,5.191,10.568,14.261,37.098,"15,751,000,000","15,751,000,000","6,384,000,000","9,367,000,000","5,006,000,000","4,631,000,000","4,361,000,000","1,101,000,000","5,207,000,000","653,000,000","4,554,000,000","4,554,000,000","4,554,000,000","4,554,000,000","4,554,000,000",1.06,1.05,"4,292,000,000","4,321,000,000","4,361,000,000","11,390,000,000","4,554,000,000","4,554,000,000","5,674,000,000","6,055,000,000","6,384,000,000","381,000,000","4,554,000,000","6,055,000,000",0.199,0,"94,689,000,000","29,371,000,000","19,816,000,000","10,037,000,000","3,849,000,000","3,501,000,000","65,318,000,000","10,695,000,000","19,234,000,000","-8,539,000,000","27,447,000,000","10,830,000,000","5,875,000,000","75,500,000,000","26,848,000,000","12,244,000,000","12,244,000,000","11,668,000,000","14,604,000,000","14,604,000,000","48,652,000,000","37,729,000,000","37,729,000,000","1,969,000,000","1,969,000,000","8,954,000,000","19,189,000,000","17,484,000,000","66,888,000,000","55,213,000,000","17,484,000,000","-9,963,000,000","2,523,000,000","69,817,000,000","-9,963,000,000","52,333,000,000","7,040,000,000","4,295,000,000","2,230,000,000","2,230,000,000","1,759,000,000","381,000,000","381,000,000","83,000,000","83,000,000","-5,883,000,000","-5,883,000,000","-188,000,000","-209,000,000","235,000,000","235,000,000","1,741,000,000","32,000,000","31,000,000","1,000,000","10,429,000,000","-3,418,000,000","-118,000,000","13,965,000,000","-209,000,000","31,000,000","1,000,000","2,021,000,000"
3/31/2020,42.48,49.73,41.799999,45.889999,41.182129,395209600,"190,009,500,000","221,597,500,000",21.377,5.122,10.011,25.764,62.072,"8,601,000,000","8,601,000,000","3,371,000,000","5,230,000,000","2,850,000,000","2,648,000,000","2,380,000,000","711,000,000","3,010,000,000","215,000,000","2,775,000,000","2,775,000,000","2,795,000,000","2,795,000,000","2,775,000,000",0.65,0.64,"4,289,000,000","4,325,000,000","2,380,000,000","6,221,000,000","2,775,000,000","2,775,000,000","3,203,000,000","3,570,000,000","3,371,000,000","367,000,000","2,775,000,000","3,570,000,000",0.072,0,"94,013,000,000","28,234,000,000","17,666,000,000","13,561,000,000","4,430,000,000","3,558,000,000","65,779,000,000","10,993,000,000","19,278,000,000","-8,285,000,000","27,838,000,000","11,165,000,000","6,001,000,000","74,179,000,000","32,397,000,000","13,098,000,000","13,098,000,000","12,640,000,000","19,299,000,000","19,299,000,000","41,782,000,000","31,094,000,000","31,094,000,000","1,856,000,000","1,856,000,000","8,832,000,000","19,834,000,000","18,158,000,000","66,870,000,000","49,252,000,000","18,158,000,000","-9,680,000,000","-4,163,000,000","68,551,000,000","-9,680,000,000","50,393,000,000","7,040,000,000","4,294,000,000","556,000,000","556,000,000","2,795,000,000","367,000,000","367,000,000","-122,000,000","-122,000,000","-1,084,000,000","-1,084,000,000","-236,000,000","-327,000,000","7,810,000,000","7,810,000,000","7,730,000,000","319,000,000","413,000,000","-94,000,000","13,965,000,000","7,282,000,000","-54,000,000","6,737,000,000","-327,000,000","413,000,000","-94,000,000","229,000,000"
12/31/2019,55.32,59.080002,54.09,58.400002,51.953102,286856700,"236,898,000,000","267,715,000,000",29.441,7.108,12.66,29.523,87.632,"9,068,000,000","9,068,000,000","3,566,000,000","5,502,000,000","3,338,000,000","3,224,000,000","2,164,000,000","356,000,000","2,420,000,000","355,000,000","2,042,000,000","2,042,000,000","2,065,000,000","2,065,000,000","2,042,000,000",0.48,0.47,"4,282,000,000","4,322,000,000","2,164,000,000","6,904,000,000","2,042,000,000","2,042,000,000","2,655,000,000","3,055,000,000","3,566,000,000","400,000,000","2,042,000,000","3,055,000,000",0.147,0,"86,381,000,000","20,411,000,000","11,175,000,000","6,480,000,000","3,971,000,000","3,379,000,000","65,970,000,000","10,838,000,000","18,921,000,000","-8,083,000,000","26,766,000,000","10,002,000,000","6,075,000,000","65,283,000,000","26,973,000,000","11,726,000,000","11,726,000,000","11,312,000,000","15,247,000,000","15,247,000,000","38,310,000,000","27,516,000,000","27,516,000,000","2,284,000,000","2,284,000,000","8,510,000,000","21,098,000,000","18,981,000,000","65,810,000,000","46,497,000,000","18,981,000,000","-7,785,000,000","-6,562,000,000","61,744,000,000","-7,785,000,000","42,763,000,000","7,040,128,924","4,280,128,924","2,700,000,000","2,700,000,000","2,065,000,000","400,000,000","400,000,000","46,000,000","46,000,000","-75,000,000","-75,000,000","-814,000,000","-848,000,000","-3,667,000,000","-3,667,000,000","277,000,000","-324,000,000","89,000,000","-413,000,000","6,737,000,000","-1,042,000,000","3,000,000","7,776,000,000","-848,000,000","89,000,000","-413,000,000","1,852,000,000"
9/30/2019,54.529999,55.389999,52.82,54.43,48.062347,245853900,"233,220,960,000","261,319,960,000",31.836,7.135,12.828,27.487,70.915,"9,507,000,000","9,507,000,000","3,767,000,000","5,740,000,000","3,241,000,000","3,116,000,000","2,499,000,000","670,000,000","3,092,000,000","503,000,000","2,593,000,000","2,593,000,000","2,589,000,000","2,589,000,000","2,593,000,000",0.61,0.6,"4,280,000,000","4,321,000,000","2,499,000,000","7,008,000,000","2,593,000,000","2,593,000,000","3,322,000,000","3,685,000,000","3,767,000,000","363,000,000","2,593,000,000","3,685,000,000",0.163,0,"87,433,000,000","23,117,000,000","12,988,000,000","7,531,000,000","4,353,000,000","3,266,000,000","64,316,000,000","10,217,000,000","19,794,000,000","-8,267,000,000","26,330,000,000","9,865,000,000","5,750,000,000","66,750,000,000","25,100,000,000","13,636,000,000","13,636,000,000","12,727,000,000","11,464,000,000","11,464,000,000","41,650,000,000","31,012,000,000","31,012,000,000","2,581,000,000","2,581,000,000","8,057,000,000","20,683,000,000","18,713,000,000","65,481,000,000","49,725,000,000","18,713,000,000","-7,617,000,000","-1,983,000,000","61,189,000,000","-7,617,000,000","42,476,000,000","7,040,000,000","4,284,000,000","3,270,000,000","3,270,000,000","2,589,000,000","363,000,000","363,000,000","-163,000,000","-163,000,000","1,461,000,000","1,461,000,000","462,000,000","-439,000,000","-3,905,000,000","-3,905,000,000","-2,358,000,000","320,000,000","321,000,000","-1,000,000","7,776,000,000","826,000,000","-77,000,000","7,027,000,000","-439,000,000","321,000,000","-1,000,000","2,831,000,000"
6/30/2019,51.07,54.82,50.779999,52.630001,46.135609,257685900,"217,683,000,000","251,270,000,000",31.049,6.788,12.274,25.135,69.565,"9,997,000,000","9,997,000,000","3,921,000,000","6,076,000,000","3,088,000,000","2,996,000,000","2,988,000,000","155,000,000","3,049,000,000","421,000,000","2,607,000,000","2,607,000,000","2,628,000,000","2,628,000,000","2,607,000,000",0.61,0.61,"4,269,000,000","4,305,000,000","2,988,000,000","7,009,000,000","2,607,000,000","2,607,000,000","3,285,000,000","3,612,000,000","3,921,000,000","327,000,000","2,607,000,000","3,612,000,000",0.138,0,"89,996,000,000","24,360,000,000","13,361,000,000","6,731,000,000","4,888,000,000","3,453,000,000","65,636,000,000","10,254,000,000","19,806,000,000","-8,222,000,000","26,915,000,000","10,075,000,000","5,596,000,000","69,701,000,000","29,382,000,000","13,603,000,000","13,603,000,000","12,819,000,000","15,779,000,000","15,779,000,000","40,319,000,000","29,296,000,000","29,296,000,000","2,687,000,000","2,687,000,000","8,336,000,000","20,295,000,000","18,181,000,000","64,602,000,000","47,477,000,000","18,181,000,000","-8,734,000,000","-5,022,000,000","63,256,000,000","-8,734,000,000","45,075,000,000","7,040,000,000","4,275,000,000","3,713,000,000","3,802,000,000","2,685,000,000","327,000,000","327,000,000","-273,000,000","-273,000,000","-903,000,000","-1,047,000,000","-386,000,000","-403,000,000","-1,853,000,000","-1,717,000,000","-223,000,000","120,000,000","412,000,000","-292,000,000","7,027,000,000","957,000,000","-54,000,000","6,124,000,000","-403,000,000","412,000,000","-292,000,000","3,310,000,000"
3/31/2019,46.990002,49.18,46.040001,49.060001,42.673019,238015200,"199,998,480,000","227,589,480,000",29.847,6.324,11.778,28.378,86.241,"8,020,000,000","8,020,000,000","2,990,000,000","5,030,000,000","2,694,000,000","2,567,000,000","2,336,000,000","-101,000,000","2,132,000,000","486,000,000","1,678,000,000","1,678,000,000","1,703,000,000","1,646,000,000","1,678,000,000",0.39,0.39,"4,271,000,000","4,306,000,000","2,336,000,000","5,684,000,000","1,678,000,000","1,621,000,000","2,364,000,000","2,639,000,000","2,990,000,000","275,000,000","1,621,000,000","2,639,000,000",0.235,0,"88,347,000,000","28,540,000,000","11,948,000,000","5,645,000,000","3,852,000,000","3,178,000,000","59,807,000,000","8,866,000,000","18,140,000,000","-8,032,000,000","22,744,000,000","9,780,000,000","5,382,000,000","68,543,000,000","27,943,000,000","11,241,000,000","11,241,000,000","10,986,000,000","14,867,000,000","14,867,000,000","40,600,000,000","29,400,000,000","29,400,000,000","2,602,000,000","2,602,000,000","8,598,000,000","19,804,000,000","17,735,000,000","63,704,000,000","47,135,000,000","17,735,000,000","-5,009,000,000","597,000,000","62,002,000,000","-5,009,000,000","44,267,000,000","7,040,000,000","4,268,000,000","788,000,000","699,000,000","1,646,000,000","275,000,000","275,000,000","110,000,000","110,000,000","-4,459,000,000","-4,315,000,000","-338,000,000","-364,000,000","421,000,000","285,000,000","463,000,000","-207,000,000","190,000,000","-397,000,000","6,124,000,000","-3,250,000,000","56,000,000","9,318,000,000","-364,000,000","190,000,000","-397,000,000","424,000,000"
12/31/2018,46.939999,48.779999,46.34,48.130001,41.501797,290752700,"202,089,800,000","228,079,800,000",64.863,6.304,11.065,32.315,221.652,"7,058,000,000","7,058,000,000","2,721,000,000","4,337,000,000","2,701,000,000","2,538,000,000","1,636,000,000","-783,000,000","787,000,000","-5,000,000","870,000,000","870,000,000","927,000,000","792,000,000","870,000,000",0.2,0.2,"4,262,000,000","4,304,000,000","1,636,000,000","5,422,000,000","870,000,000","735,000,000","1,029,000,000","1,029,000,000","2,721,000,000","279,000,000","735,000,000","1,029,000,000",0.27,0,"83,216,000,000","24,930,000,000","16,115,000,000","9,077,000,000","3,685,000,000","3,071,000,000","58,286,000,000","9,598,000,000","17,611,000,000","-8,013,000,000","21,587,000,000","7,478,000,000","4,148,000,000","64,158,000,000","28,782,000,000","9,026,000,000","3,492,000,000","2,719,000,000","18,838,000,000","18,838,000,000","35,376,000,000","25,376,000,000","25,376,000,000","2,354,000,000","2,354,000,000","7,646,000,000","19,058,000,000","16,981,000,000","63,234,000,000","42,357,000,000","16,981,000,000","-4,606,000,000","-3,852,000,000","61,195,000,000","-4,606,000,000","44,214,000,000","7,040,128,924","4,268,128,924","1,937,000,000","1,840,000,000","792,000,000","279,000,000","279,000,000","-445,000,000","-445,000,000","1,818,000,000","2,111,000,000","-280,000,000","-430,000,000","-3,963,000,000","-4,168,000,000","-1,036,000,000","269,000,000","585,000,000","-316,000,000","9,318,000,000","-208,000,000","-13,000,000","9,539,000,000","-430,000,000","585,000,000","-316,000,000","1,507,000,000"
9/30/2018,46.169998,48.080002,44.25,47.880001,40.962311,326355300,"196,584,640,000","224,031,640,000",88.827,6.004,10.729,27.172,67.745,"8,245,000,000","8,245,000,000","3,059,000,000","5,186,000,000","2,660,000,000","1,645,000,000","2,526,000,000","356,000,000","2,847,000,000","528,000,000","1,880,000,000","1,880,000,000","1,818,000,000","2,319,000,000","1,880,000,000",0.44,0.44,"4,255,000,000","4,295,000,000","2,526,000,000","5,719,000,000","1,880,000,000","2,381,000,000","3,053,000,000","3,307,000,000","3,059,000,000","254,000,000","2,381,000,000","3,307,000,000",0.185,0,"86,877,000,000","33,413,000,000","18,847,000,000","9,065,000,000","3,702,000,000","2,627,000,000","53,464,000,000","7,404,000,000","15,415,000,000","-8,011,000,000","16,855,000,000","6,999,000,000","4,535,000,000","66,699,000,000","31,430,000,000","10,630,000,000","10,630,000,000","10,317,000,000","19,314,000,000","19,314,000,000","35,269,000,000","25,523,000,000","25,523,000,000","2,500,000,000","2,500,000,000","7,246,000,000","20,178,000,000","18,264,000,000","64,028,000,000","43,787,000,000","18,264,000,000","1,409,000,000","1,983,000,000","63,101,000,000","1,409,000,000","44,837,000,000","7,040,000,000","4,256,000,000","3,004,000,000","2,872,000,000","2,319,000,000","254,000,000","254,000,000","-10,000,000","-10,000,000","1,855,000,000","1,896,000,000","-272,000,000","-305,000,000","-3,549,000,000","-3,494,000,000","-1,740,000,000","12,000,000","291,000,000","-279,000,000","9,539,000,000","1,310,000,000","-140,000,000","8,369,000,000","-305,000,000","291,000,000","-279,000,000","2,699,000,000"
6/30/2018,43.779999,46.669998,43.580002,46.630001,39.556442,207676200,"186,536,580,000","214,110,580,000",141.484,5.582,9.512,23.985,62.844,"8,927,000,000","8,927,000,000","3,252,000,000","5,675,000,000","2,948,000,000","2,723,000,000","2,727,000,000","227,000,000","2,883,000,000","594,000,000","2,316,000,000","2,316,000,000","2,331,000,000","2,289,000,000","2,316,000,000",0.54,0.54,"4,255,000,000","4,290,000,000","2,727,000,000","6,200,000,000","2,316,000,000","2,274,000,000","3,124,000,000","3,407,000,000","3,252,000,000","283,000,000","2,274,000,000","3,407,000,000",0.206,0,"89,593,000,000","36,024,000,000","19,354,000,000","7,975,000,000","4,565,000,000","2,881,000,000","53,569,000,000","7,688,000,000","15,972,000,000","-8,284,000,000","16,862,000,000","6,999,000,000","4,401,000,000","69,417,000,000","31,398,000,000","11,204,000,000","11,204,000,000","10,842,000,000","18,738,000,000","18,738,000,000","38,019,000,000","28,063,000,000","28,063,000,000","2,589,000,000","2,589,000,000","7,367,000,000","20,176,000,000","18,323,000,000","63,808,000,000","46,386,000,000","18,323,000,000","1,461,000,000","4,626,000,000","65,124,000,000","1,461,000,000","46,801,000,000","7,040,000,000","4,253,000,000","2,027,000,000","1,995,000,000","2,289,000,000","283,000,000","283,000,000","204,000,000","204,000,000","957,000,000","1,020,000,000","-319,000,000","-338,000,000","-3,159,000,000","-3,174,000,000","-1,259,000,000","-267,000,000","123,000,000","-390,000,000","8,369,000,000","-175,000,000","-204,000,000","8,748,000,000","-338,000,000","123,000,000","-390,000,000","1,689,000,000"
3/31/2018,43.439999,45.029999,41.91,43.209999,36.331665,256838800,"184,968,370,000","211,978,370,000",160.852,5.303,10.835,27.797,90.861,"7,626,000,000","7,626,000,000","2,738,000,000","4,888,000,000","3,077,000,000","2,541,000,000","1,811,000,000","87,000,000","1,833,000,000","506,000,000","1,368,000,000","1,368,000,000","1,400,000,000","1,327,000,000","1,368,000,000",0.32,0.32,"4,265,000,000","4,306,000,000","1,811,000,000","5,815,000,000","1,368,000,000","1,295,000,000","2,063,000,000","2,333,000,000","2,738,000,000","270,000,000","1,295,000,000","2,333,000,000",0.276,0,"93,282,000,000","38,042,000,000","21,373,000,000","8,291,000,000","3,904,000,000","2,937,000,000","55,240,000,000","7,977,000,000","16,347,000,000","-8,370,000,000","17,020,000,000","7,112,000,000","4,428,000,000","71,665,000,000","31,480,000,000","10,797,000,000","10,797,000,000","10,218,000,000","19,155,000,000","19,155,000,000","40,185,000,000","29,792,000,000","29,792,000,000","2,314,000,000","2,314,000,000","8,079,000,000","21,617,000,000","19,610,000,000","63,150,000,000","49,402,000,000","19,610,000,000","2,590,000,000","6,562,000,000","68,557,000,000","2,590,000,000","48,947,000,000","7,040,000,000","4,259,000,000","659,000,000","613,000,000","1,327,000,000","270,000,000","270,000,000","-199,000,000","-199,000,000","1,297,000,000","1,321,000,000","-231,000,000","-274,000,000","324,000,000","284,000,000","806,000,000","-450,000,000","477,000,000","-927,000,000","8,748,000,000","2,280,000,000","95,000,000","6,373,000,000","-274,000,000","477,000,000","-927,000,000","385,000,000"
12/31/2017,45.91,48.619999,45.34,47.59,39.664307,256417300,"195,479,416,458","217,222,416,458",44.115,5.327,8.834,28.917,146.673,"7,512,000,000","7,512,000,000","2,689,000,000","4,823,000,000","3,502,000,000","2,836,000,000","1,321,000,000","-356,000,000","937,000,000","3,755,000,000","-2,752,000,000","-2,752,000,000","-2,717,000,000","-2,818,000,000","-2,752,000,000",-0.65,-0.65,"4,261,000,000","4,261,000,000","1,321,000,000","6,191,000,000","-2,752,000,000","-2,853,000,000","1,147,000,000","1,481,000,000","2,689,000,000","334,000,000","-2,853,000,000","1,481,000,000",0.4,0,"87,896,000,000","36,545,000,000","20,675,000,000","6,006,000,000","3,667,000,000","2,655,000,000","51,351,000,000","8,203,000,000","16,449,000,000","-8,246,000,000","16,636,000,000","7,235,000,000","4,560,000,000","68,919,000,000","27,194,000,000","9,158,000,000","9,158,000,000","8,748,000,000","16,503,000,000","16,503,000,000","41,725,000,000","31,182,000,000","31,182,000,000","2,522,000,000","2,522,000,000","8,021,000,000","18,977,000,000","17,072,000,000","60,430,000,000","48,254,000,000","17,072,000,000","436,000,000","9,351,000,000","64,757,000,000","436,000,000","47,685,000,000","7,040,000,000","4,259,000,000","1,188,000,000","1,077,000,000","-2,818,000,000","334,000,000","334,000,000","-1,862,000,000","-1,862,000,000","-2,694,000,000","-2,629,000,000","-449,000,000","-481,000,000","-4,948,000,000","-4,910,000,000","-1,386,000,000","-320,000,000","275,000,000","-595,000,000","6,006,000,000","-6,454,000,000","-68,000,000","12,528,000,000","-481,000,000","275,000,000","-595,000,000","707,000,000"
9/30/2017,45.049999,46.790001,44.75,45.98,38.010807,192361800,"191,832,620,000","214,246,620,000",47.379,5.029,8.719,23.601,98.323,"9,078,000,000","9,078,000,000","3,395,000,000","5,683,000,000","3,563,000,000","3,203,000,000","2,120,000,000","-413,000,000","1,674,000,000","230,000,000","1,447,000,000","1,447,000,000","1,444,000,000","1,444,000,000","1,447,000,000",0.34,0.33,"4,266,000,000","4,320,000,000","2,120,000,000","6,958,000,000","1,447,000,000","1,447,000,000","1,882,000,000","2,179,000,000","3,395,000,000","297,000,000","1,447,000,000","2,179,000,000",0.137,0,"90,515,000,000","38,404,000,000","27,357,000,000","12,528,000,000","3,664,000,000","2,608,000,000","52,111,000,000","8,306,000,000","16,730,000,000","-8,424,000,000","16,564,000,000","7,091,000,000","4,480,000,000","68,363,000,000","27,633,000,000","10,567,000,000","10,567,000,000","10,212,000,000","16,629,000,000","16,629,000,000","40,730,000,000","32,471,000,000","32,471,000,000","4,313,000,000","4,313,000,000","3,946,000,000","22,152,000,000","22,119,000,000","64,759,000,000","54,590,000,000","22,119,000,000","5,555,000,000","10,771,000,000","71,219,000,000","5,555,000,000","49,100,000,000","7,040,000,000","4,262,000,000","2,527,000,000","2,527,000,000","1,444,000,000","297,000,000","297,000,000","-14,000,000","-14,000,000","1,468,000,000","1,468,000,000","-332,000,000","-362,000,000","-3,296,000,000","-3,296,000,000","-1,201,000,000","-487,000,000","403,000,000","-890,000,000","12,528,000,000","699,000,000","111,000,000","11,718,000,000","-362,000,000","403,000,000","-890,000,000","2,165,000,000"
6/30/2017,45.110001,46.43,44.150002,45.84,37.595921,195369200,"191,419,800,000","213,663,800,000",31.585,4.799,8.368,22.023,67.701,"9,702,000,000","9,702,000,000","3,659,000,000","6,043,000,000","3,965,000,000","3,142,000,000","2,078,000,000","612,000,000","2,624,000,000","1,252,000,000","1,371,000,000","1,371,000,000","1,372,000,000","1,372,000,000","1,371,000,000",0.32,0.32,"4,273,000,000","4,327,000,000","2,078,000,000","7,624,000,000","1,371,000,000","1,371,000,000","2,855,000,000","3,156,000,000","3,659,000,000","301,000,000","1,371,000,000","3,156,000,000",0.4,0,"91,146,000,000","38,961,000,000","27,224,000,000","11,718,000,000","4,024,000,000","2,790,000,000","52,185,000,000","8,672,000,000","19,113,000,000","-10,441,000,000","17,192,000,000","7,743,000,000","4,318,000,000","69,057,000,000","28,830,000,000","10,714,000,000","10,714,000,000","10,363,000,000","17,833,000,000","17,833,000,000","40,227,000,000","31,805,000,000","31,805,000,000","4,330,000,000","4,330,000,000","4,092,000,000","22,089,000,000","22,001,000,000","64,890,000,000","53,806,000,000","22,001,000,000","4,809,000,000","10,131,000,000","71,639,000,000","4,809,000,000","49,638,000,000","7,040,000,000","4,268,000,000","2,603,000,000","2,603,000,000","1,372,000,000","301,000,000","301,000,000","654,000,000","654,000,000","-2,263,000,000","-2,263,000,000","-366,000,000","-390,000,000","-738,000,000","-738,000,000","1,195,000,000","-370,000,000","523,000,000","-893,000,000","11,718,000,000","-398,000,000","-4,000,000","12,120,000,000","-390,000,000","523,000,000","-893,000,000","2,213,000,000"
