Date,Open,High,Low,Close,Adj Close,PercentChangeClose,Percent100,Recommendation,Volume,MarketCap,EnterpriseValue,PeRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,OperatingRevenue,CostOfRevenue,GrossProfit,OperatingExpense,SellingGeneralAndAdministration,OperatingIncome,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,NetIncome,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,CurrentAssets,CashCashEquivalentsAndShortTermInvestments,CashAndCashEquivalents,Receivables,Inventory,TotalNonCurrentAssets,NetPPE,GrossPPE,AccumulatedDepreciation,GoodwillAndOtherIntangibleAssets,OtherIntangibleAssets,OtherNonCurrentAssets,TotalLiabilitiesNetMinorityInterest,CurrentLiabilities,PayablesAndAccruedExpenses,Payables,AccountsPayable,CurrentDebtAndCapitalLeaseObligation,CurrentDebt,TotalNonCurrentLiabilitiesNetMinorityInterest,LongTermDebtAndCapitalLeaseObligation,LongTermDebt,NonCurrentDeferredLiabilities,NonCurrentDeferredTaxesLiabilities,OtherNonCurrentLiabilities,TotalEquityGrossMinorityInterest,StockholdersEquity,RetainedEarnings,TotalCapitalization,CommonStockEquity,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,NetIncomeFromContinuingOperations,DepreciationAmortizationDepletion,DepreciationAndAmortization,DeferredTax,DeferredIncomeTax,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetPPEPurchaseAndSale,PurchaseOfPPE,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetIssuancePaymentsOfDebt,NetCommonStockIssuance,CommonStockIssuance,CommonStockPayments,EndCashPosition,ChangesInCash,EffectOfExchangeRateChanges,BeginningCashPosition,CapitalExpenditure,IssuanceOfCapitalStock,RepurchaseOfCapitalStock,FreeCashFlow
12/31/2003,25.4,25.495001,24.325001,24.620001,13.660852,1.066,106.624,Buy,188973000,123907738038,125848738038,28.672,5.937,8.794,24.234,95.34,5193000000,5193000000,1897000000,3296000000,2204000000,2204000000,1092000000,42000000,1124000000,197000000,927000000,927000000,927000000,927000000,927000000,0.19,0.19,4900000000,4906000000,1092000000,4101000000,927000000,959164591,1092000000,1320000000,1897000000,228000000,927000000,1359000000,0.175,"-6,835,409.25",27342000000,8396000000,3482000000,3362000000,2091000000,1252000000,18946000000,6097000000,9622000000,-3525000000,3989000000,3989000000,8860000000,13252000000,7886000000,4980000000,4058000000,4058000000,2906000000,2906000000,5366000000,2517000000,2517000000,337000000,337000000,2512000000,14090000000,14090000000,26687000000,16607000000,14090000000,10101000000,510000000,19513000000,10101000000,5423000000,4883063568,4883063568,1335000000,1335000000,927000000,228000000,228000000,-119000000,-119000000,-130000000,-130000000,-214000000,-247000000,-1739000000,-1739000000,-207000000,-452000000,50000000,-502000000,3362000000,-534000000,106000000,3656000000,-247000000,50000000,-502000000,1088000000
9/30/2003,21.5,23.200001,21.5,23.200001,12.812127,1.037,103.687,Buy,217157200,105311548660,107012548660,24.409,5.135,7.786,18.9,64.388,5662000000,5662000000,2150000000,3512000000,2061000000,2061000000,1451000000,52000000,1498000000,275000000,1223000000,1223000000,1223000000,1223000000,1223000000,0.25,0.25,4910000000,4916000000,1451000000,4211000000,1223000000,1250758344,1451000000,1662000000,2150000000,211000000,1223000000,1696000000,0.184,"-6,241,655.54",27407000000,9044000000,3847000000,3656000000,2142000000,1293000000,18363000000,6064000000,9528000000,-3464000000,3955000000,3955000000,8344000000,13882000000,8591000000,5522000000,4663000000,4663000000,3069000000,3069000000,5291000000,2479000000,2479000000,397000000,397000000,2415000000,13525000000,13525000000,26300000000,16004000000,13525000000,9570000000,453000000,19073000000,9570000000,5548000000,4902772284,4902772284,1991000000,1991000000,1223000000,211000000,211000000,150000000,150000000,-342000000,-342000000,-160000000,-167000000,-1226000000,-1226000000,-204000000,-481000000,24000000,-505000000,3656000000,423000000,-91000000,3324000000,-167000000,24000000,-505000000,1824000000
6/30/2003,23.125,23.32,21.139999,22.485001,12.356497,1.118,111.84,Buy,286536800,114677448757,116953448757,28.248,5.684,8.473,20.551,64.437,5691000000,5691000000,2113000000,3578000000,1976000000,1976000000,1602000000,146000000,1750000000,388000000,1362000000,1362000000,1362000000,1362000000,1362000000,0.275,0.275,4926000000,4932000000,1602000000,4089000000,1362000000,1396244571,1602000000,1815000000,2113000000,213000000,1362000000,1859000000,0.222,"-9,755,428.57",27949000000,9225000000,3560000000,3324000000,2341000000,1458000000,18724000000,6259000000,9658000000,-3399000000,4074000000,4074000000,8391000000,14415000000,9081000000,5795000000,4596000000,4596000000,3286000000,3286000000,5334000000,2550000000,2550000000,296000000,296000000,2488000000,13534000000,13534000000,25617000000,16084000000,13534000000,9460000000,144000000,19370000000,9460000000,5836000000,4920828542,4920828542,1531000000,1531000000,1362000000,213000000,213000000,-116000000,-116000000,-315000000,-315000000,-163000000,-203000000,-1021000000,-1021000000,-397000000,-79000000,12000000,-91000000,3324000000,195000000,114000000,3015000000,-203000000,12000000,-91000000,1328000000
3/31/2003,20.25,21.424999,19.5,20.200001,11.048383,1.004,100.438,Buy,238453600,99714077040,102667077040,24.988,5.023,8.217,22.825,80.586,4498000000,4498000000,1602000000,2896000000,1820000000,1820000000,1076000000,36000000,1123000000,288000000,835000000,835000000,835000000,835000000,835000000,0.17,0.17,4938000000,4944000000,1076000000,3422000000,835000000,844666073,1076000000,1274000000,1602000000,198000000,835000000,1287000000,0.256,"-3,333,926.98",26322000000,8403000000,3193000000,3015000000,2088000000,1363000000,17919000000,6127000000,9358000000,-3231000000,3851000000,3851000000,7941000000,14187000000,8651000000,5265000000,4194000000,4194000000,3386000000,3386000000,5536000000,2760000000,2760000000,365000000,365000000,2411000000,12135000000,12135000000,24799000000,14895000000,12135000000,8284000000,-248000000,18281000000,8284000000,6146000000,4926584834,4926584834,599000000,599000000,835000000,198000000,198000000,-103000000,-103000000,-149000000,-149000000,-188000000,-195000000,385000000,385000000,715000000,-330000000,12000000,-342000000,3015000000,835000000,54000000,2126000000,-195000000,12000000,-342000000,404000000
12/31/2002,22.075001,23.004999,19.575001,20.23,11.000153,0.874,87.436,Sell,249229000,108327725366,111338725366,27.4,5.564,9.18,23.22,91.637,4795000000,4795000000,1701000000,3094000000,2086000000,2086000000,1008000000,-27000000,991000000,267000000,724000000,724000000,724000000,724000000,724000000,0.185,0.185,4950000000,4954000000,1008000000,3787000000,724000000,768565086,1008000000,1215000000,1701000000,207000000,724000000,1276000000,0.269,"-16,434,914.23",24501000000,7352000000,2345000000,2126000000,2097000000,1294000000,17149000000,5911000000,9001000000,-3090000000,3553000000,3553000000,7685000000,12701000000,7341000000,4686000000,3692000000,3692000000,2655000000,2655000000,5360000000,2701000000,2701000000,399000000,399000000,2260000000,11800000000,11800000000,24506000000,14501000000,11800000000,8247000000,11000000,17156000000,8247000000,5356000000,4941958274,4941958274,1337000000,1337000000,724000000,207000000,207000000,96000000,96000000,-456000000,-456000000,-255000000,-269000000,-1415000000,-1415000000,-219000000,-203000000,10000000,-213000000,2126000000,-534000000,13000000,2647000000,-269000000,10000000,-213000000,1068000000
9/30/2002,24.200001,26.549999,22.285,23.24,12.580825,0.934,93.438,Sell,317116400,118936717165,121701717165,28.548,5.527,10.243,22.868,69.703,5322000000,5322000000,2083000000,3239000000,1694000000,1694000000,1545000000,51000000,1590000000,429000000,1161000000,1161000000,1161000000,1161000000,1161000000,0.22,0.22,4956000000,4966000000,1545000000,3777000000,1161000000,1206271698,1545000000,1746000000,2083000000,201000000,1161000000,1808000000,0.27,"-16,728,301.89",25300000000,8248000000,2793000000,2647000000,2183000000,1287000000,17052000000,5687000000,8690000000,-3003000000,3524000000,3524000000,7841000000,13688000000,8111000000,5388000000,4311000000,4311000000,2723000000,2723000000,5577000000,2835000000,2835000000,543000000,543000000,2199000000,11612000000,11612000000,24279000000,14447000000,11612000000,8088000000,137000000,17170000000,8088000000,5558000000,4959829740,4959829740,1249000000,1249000000,1161000000,201000000,201000000,89000000,89000000,-145000000,-145000000,-188000000,-208000000,-1116000000,-1116000000,-454000000,-165000000,12000000,-177000000,2647000000,-12000000,-12000000,2671000000,-208000000,12000000,-177000000,1041000000
6/30/2002,28.125,28.75,21.799999,24.969999,13.464307,0.903,90.3,Sell,355021000,139048480032,142529480032,35.669,7.072,13.207,26.552,76.835,5368000000,5368000000,1927000000,3441000000,1789000000,1789000000,1652000000,121000000,1767000000,477000000,1290000000,1290000000,1290000000,1290000000,1290000000,0.26,0.26,4962000000,4976000000,1652000000,3716000000,1290000000,1330152801,1652000000,1855000000,1927000000,203000000,1290000000,1910000000,0.27,"-14,847,198.64",25287000000,8550000000,2836000000,2671000000,2334000000,1385000000,16737000000,5466000000,8348000000,-2882000000,3429000000,3429000000,7842000000,13936000000,8863000000,5693000000,4485000000,4485000000,3170000000,3170000000,5073000000,2774000000,2774000000,540000000,540000000,1759000000,11351000000,11351000000,23614000000,14125000000,11351000000,7922000000,-313000000,17295000000,7922000000,5944000000,4966017144,4966017144,1195000000,1195000000,1290000000,203000000,203000000,-110000000,-110000000,-257000000,-257000000,-186000000,-199000000,-577000000,-577000000,-17000000,-63000000,55000000,-118000000,2671000000,361000000,42000000,2268000000,-199000000,55000000,-118000000,996000000
3/31/2002,26,28.02,25.75,27.754999,14.910609,1.274,127.41,Buy,194723800,130263599383,133447599383,32.781,6.492,11.461,32.716,92.16,4079000000,4079000000,1394000000,2685000000,1432000000,1432000000,1253000000,-114000000,1151000000,350000000,-125000000,-125000000,-125000000,801000000,-125000000,-0.025,-0.025,4970000000,4970000000,1253000000,2826000000,801000000,922785404,1253000000,1448000000,1394000000,195000000,801000000,1623000000,0.304,"-53,214,596.00",23689000000,7749000000,2397000000,2268000000,1981000000,1254000000,15940000000,5258000000,7988000000,-2730000000,3258000000,3258000000,7424000000,13161000000,8397000000,4997000000,3999000000,3999000000,3400000000,3400000000,4764000000,2478000000,2478000000,662000000,662000000,1624000000,10528000000,10528000000,22821000000,13006000000,10528000000,7270000000,-648000000,16406000000,7270000000,5878000000,4967153456,4967153456,961000000,961000000,-125000000,195000000,195000000,-35000000,-35000000,-329000000,-329000000,-153000000,-175000000,-219000000,-219000000,-66000000,-153000000,30000000,-183000000,2268000000,413000000,-11000000,1866000000,-175000000,30000000,-183000000,786000000
12/31/2001,23.4,23.825001,21.75,21.875,11.702862,0.917,91.718,Sell,249580000,117225618279,120409618279,29.469,5.836,10.314,24.459,81.358,4923000000,4923000000,1428000000,3495000000,2247000000,2247000000,1248000000,1000000,1292000000,378000000,914000000,914000000,914000000,914000000,914000000,0.185,0.185,4974000000,4974000000,1248000000,3675000000,914000000,902681115,1248000000,1480000000,1428000000,232000000,914000000,1464000000,0.293,"4,681,114.55",22417000000,7171000000,1934000000,1866000000,1882000000,1055000000,15246000000,4453000000,7105000000,-2652000000,2579000000,2579000000,8214000000,11051000000,8429000000,4530000000,3679000000,3679000000,3899000000,3899000000,2622000000,1219000000,1219000000,442000000,442000000,961000000,11366000000,11366000000,23443000000,12585000000,11366000000,8787000000,-1258000000,16484000000,8787000000,5118000000,4972454646,4972454646,1057000000,1057000000,914000000,232000000,232000000,101000000,101000000,-348000000,-348000000,-220000000,-241000000,-1304000000,-1304000000,-361000000,-49000000,9000000,-58000000,1866000000,-595000000,-34000000,2495000000,-241000000,9000000,-58000000,816000000
9/30/2001,23.25,24.745001,22.004999,23.940001,12.759579,1.077,107.743,Buy,233443200,116511608597,119293608597,35.226,5.694,11.196,22.104,79.688,5397000000,5397000000,1692000000,3705000000,2394000000,2394000000,1311000000,221000000,1534000000,460000000,1074000000,1074000000,1074000000,1074000000,1074000000,0.215,0.215,4976000000,4976000000,1311000000,4086000000,1074000000,992084746,1311000000,1497000000,1692000000,186000000,1074000000,1380000000,0.3,"35,084,745.76",22665000000,7665000000,2567000000,2495000000,1807000000,1140000000,15000000000,4490000000,7214000000,-2724000000,2223000000,2223000000,8287000000,11581000000,8768000000,4887000000,4062000000,4062000000,3881000000,3881000000,2813000000,1399000000,1399000000,371000000,371000000,1043000000,11084000000,11084000000,22976000000,12483000000,11084000000,8861000000,-1103000000,16364000000,8861000000,5280000000,4973814668,4973814668,958000000,958000000,1074000000,186000000,186000000,39000000,39000000,-245000000,-245000000,-200000000,-215000000,-855000000,-855000000,-349000000,-57000000,30000000,-87000000,2495000000,-142000000,38000000,2599000000,-215000000,30000000,-87000000,743000000
6/30/2001,22.5,23.6,21.825001,22.299999,11.842658,0.969,96.938,Sell,146439600,111937032585,115363032585,36,5.421,11.194,21.795,67.385,5293000000,5293000000,1579000000,3714000000,2201000000,2201000000,1513000000,83000000,1597000000,479000000,1118000000,1118000000,1118000000,1118000000,1118000000,0.225,0.225,4976000000,4976000000,1513000000,3780000000,1118000000,1130601127,1513000000,1712000000,1579000000,199000000,1118000000,1730000000,0.3,"-5,398,872.89",22387000000,8044000000,2666000000,2599000000,1857000000,1196000000,14343000000,4141000000,6683000000,-2542000000,2074000000,2074000000,8128000000,11980000000,9170000000,5078000000,4051000000,4051000000,4092000000,4092000000,2810000000,1356000000,1356000000,439000000,439000000,1015000000,10407000000,10407000000,22351000000,11763000000,10407000000,8333000000,-1126000000,15855000000,8333000000,5448000000,4974979226,4974979226,1378000000,1378000000,1118000000,199000000,199000000,-38000000,-38000000,-196000000,-196000000,-138000000,-176000000,-1142000000,-1142000000,-669000000,-25000000,40000000,-65000000,2599000000,40000000,-57000000,2616000000,-176000000,40000000,-65000000,1202000000
3/31/2001,22.58,24.225,21.184999,23.094999,12.216757,0.799,79.925,Sell,186970000,112313687313,116072687313,51.318,5.49,12.056,25.915,79.176,4479000000,4479000000,1345000000,3134000000,1854000000,1854000000,1280000000,-23000000,1247000000,374000000,863000000,863000000,863000000,873000000,863000000,0.175,0.175,4972000000,4980000000,1280000000,3199000000,873000000,862498797,1280000000,1466000000,1345000000,186000000,873000000,1451000000,0.3,"4,498,797.11",22248000000,7763000000,2678000000,2616000000,1749000000,1120000000,14485000000,4190000000,6707000000,-2517000000,1914000000,1914000000,8381000000,12248000000,9491000000,4746000000,3978000000,3978000000,4745000000,4745000000,2757000000,1359000000,1359000000,392000000,392000000,1006000000,10000000000,10000000000,21679000000,11359000000,10000000000,8086000000,-1728000000,16104000000,8086000000,6104000000,4974033982,4974033982,717000000,717000000,863000000,186000000,186000000,-46000000,-46000000,-399000000,-399000000,-120000000,-137000000,471000000,471000000,453000000,18000000,85000000,-67000000,2616000000,789000000,8000000,1819000000,-137000000,85000000,-67000000,580000000
12/31/2000,30.46875,31.09375,27.59375,29,15.285267,0.963,96.337,Sell,174487800,151416390619,155060390619,80.182,7.416,15.375,31.626,149.097,4903000000,4903000000,1965000000,2938000000,2099000000,2671000000,839000000,-341000000,477000000,235000000,242000000,242000000,242000000,242000000,242000000,0.05,0.05,4966000000,4992000000,839000000,4064000000,242000000,446600000,839000000,1040000000,1965000000,201000000,242000000,1381000000,0.4,"-136,400,000",20834000000,6620000000,1892000000,1819000000,1757000000,1066000000,14214000000,4168000000,6614000000,-2446000000,1917000000,1917000000,8129000000,11518000000,9321000000,3905000000,3905000000,3905000000,4816000000,4816000000,2197000000,835000000,835000000,358000000,358000000,1004000000,9316000000,9316000000,21265000000,10151000000,9316000000,7399000000,-2701000000,14967000000,7399000000,5651000000,4969522814,4969522814,1006000000,1006000000,242000000,201000000,201000000,46000000,46000000,-229000000,-229000000,-134000000,-162000000,-1849000000,-1849000000,-1090000000,85000000,88000000,-3000000,1819000000,-1072000000,-54000000,2945000000,-162000000,88000000,-3000000,844000000
9/30/2000,27.625,30.46875,26.875,30.1875,15.866415,0.988,98.785,Sell,180461800,136676519224,141209519224,84.808,6.823,14.882,25.475,96.985,5543000000,5543000000,1607000000,3936000000,2609000000,2480000000,1327000000,184000000,1483000000,416000000,1067000000,1067000000,1067000000,1067000000,1067000000,0.215,0.215,4956000000,4978000000,1327000000,4216000000,1067000000,934614295,1327000000,1456000000,1607000000,129000000,1067000000,1272000000,0.281,"51,614,295.35",23141000000,7999000000,3106000000,2945000000,1802000000,1101000000,15142000000,4280000000,6784000000,-2504000000,1953000000,1953000000,8909000000,13293000000,11091000000,4520000000,4520000000,4520000000,5899000000,5899000000,2202000000,851000000,851000000,456000000,456000000,895000000,9848000000,9848000000,21446000000,10699000000,9848000000,7895000000,-3092000000,16598000000,7895000000,6750000000,4958785278,4958785278,1348000000,1348000000,1067000000,129000000,129000000,32000000,32000000,-17000000,-17000000,-146000000,-152000000,-1178000000,-1178000000,-843000000,86000000,93000000,-7000000,2945000000,153000000,-51000000,2843000000,-152000000,93000000,-7000000,1196000000
6/30/2000,28.90625,31.5,27.625,30.65625,16.061586,1.302,130.182,Buy,160374400,142245789363,146778789363,88.366,7.109,15.488,26.113,97.14,5621000000,5621000000,1451000000,4170000000,2885000000,2659000000,1285000000,78000000,1342000000,416000000,926000000,926000000,926000000,926000000,926000000,0.185,0.185,4950000000,4960000000,1285000000,4336000000,926000000,872178838,1285000000,1511000000,1451000000,226000000,926000000,1433000000,0.31,"24,178,837.56",23258000000,8110000000,3069000000,2843000000,1752000000,1194000000,15148000000,4282000000,6697000000,-2415000000,1953000000,1953000000,8913000000,14074000000,11837000000,4329000000,4329000000,4329000000,6750000000,6750000000,2237000000,852000000,852000000,501000000,501000000,884000000,9184000000,9184000000,20799000000,10036000000,9184000000,7231000000,-3727000000,16786000000,7231000000,7602000000,4953020278,4953020278,1062000000,1062000000,926000000,226000000,226000000,-21000000,-21000000,-524000000,-524000000,-184000000,-192000000,-119000000,-119000000,250000000,51000000,66000000,-15000000,2843000000,419000000,-30000000,2454000000,-192000000,66000000,-15000000,870000000
3/31/2000,23.625,26.1875,22.375,23.625,12.337753,0.826,82.572,Sell,240129800,116119362407,120800362407,71.118,5.896,13.044,27.511,264.333,4391000000,4391000000,1181000000,3210000000,2970000000,2753000000,240000000,-111000000,97000000,155000000,-58000000,-58000000,-58000000,-58000000,-58000000,-0.01,-0.01,4944000000,4944000000,240000000,4151000000,-58000000,8600000,240000000,457000000,1181000000,217000000,-58000000,568000000,0.4,"-44,400,000",22223000000,7425000000,2684000000,2454000000,1495000000,1223000000,14798000000,4262000000,6609000000,-2347000000,1959000000,1959000000,8577000000,13321000000,11127000000,3892000000,3892000000,3892000000,6512000000,6512000000,2194000000,853000000,853000000,491000000,491000000,850000000,8902000000,8902000000,20295000000,9755000000,8902000000,6943000000,-3702000000,16267000000,6943000000,7365000000,4947776318,4947776318,169000000,169000000,-58000000,217000000,217000000,-54000000,-54000000,-395000000,-395000000,-224000000,-227000000,1074000000,1074000000,1098000000,-24000000,84000000,-108000000,2454000000,848000000,-5000000,1611000000,-227000000,84000000,-108000000,-58000000
12/31/1999,29,33.4375,27.625,28.71875,14.941847,0.976,97.586,Sell,224495200,143969302000,148384302000,59.439,7.315,15.134,30.894,278.918,4803000000,4803000000,1153000000,3650000000,3301000000,3118000000,349000000,-96000000,230000000,275000000,-45000000,-45000000,-45000000,-45000000,-45000000,-0.01,-0.01,4896000000,5040000000,349000000,4454000000,-45000000,12600000,349000000,532000000,1153000000,183000000,-45000000,628000000,0.4,"-38,400,000",21623000000,6480000000,1812000000,1611000000,1798000000,1076000000,15143000000,4267000000,6471000000,-2204000000,1960000000,1960000000,8916000000,12110000000,9856000000,3714000000,3714000000,3714000000,5373000000,5373000000,2254000000,854000000,854000000,498000000,498000000,902000000,9513000000,9513000000,20773000000,10367000000,9513000000,7553000000,-3376000000,15740000000,7553000000,6227000000,4943152000,4943152000,987000000,987000000,-45000000,183000000,183000000,78000000,78000000,-480000000,-480000000,-260000000,-281000000,-531000000,-531000000,-133000000,42000000,48000000,-6000000,1611000000,-24000000,133000000,1502000000,-281000000,48000000,-6000000,706000000
9/30/1999,24.125,29.6875,23.65625,29.5,15.311415,0.977,97.704,Sell,218290200,119167994750,123856994750,38.911,6.168,12.586,23.842,94.692,5195000000,5195000000,1497000000,3698000000,2599000000,2390000000,1099000000,69000000,1141000000,354000000,787000000,787000000,787000000,787000000,787000000,0.16,0.16,4918750000,4918750000,1099000000,4096000000,787000000,739407537,1099000000,1308000000,1497000000,209000000,787000000,1239000000,0.31,"21,407,537.25",21746000000,6124000000,1637000000,1502000000,1871000000,882000000,15622000000,4439000000,6691000000,-2252000000,1992000000,1992000000,9191000000,12278000000,9686000000,3521000000,3521000000,3521000000,5218000000,5218000000,2592000000,1108000000,1108000000,603000000,603000000,881000000,9468000000,9468000000,21214000000,10576000000,9468000000,7476000000,-3562000000,15794000000,7476000000,6326000000,4939606000,4939606000,1145000000,1145000000,787000000,209000000,209000000,64000000,64000000,-1475000000,-1475000000,-244000000,-256000000,-350000000,-350000000,14000000,24000000,24000000,0,1502000000,-680000000,-31000000,2213000000,-256000000,24000000,0,889000000
6/30/1999,31.0625,32.75,30.125,30.28125,15.671298,0.892,89.197,Sell,139700600,154310437500,158153437500,48.828,8.184,17.008,29.402,98.538,5379000000,5379000000,1421000000,3958000000,2568000000,2353000000,1390000000,-10000000,1366000000,424000000,942000000,942000000,942000000,942000000,942000000,0.19,0.19,4957894737,4957894737,1390000000,3989000000,942000000,948896047,1390000000,1605000000,1421000000,215000000,942000000,1615000000,0.31,"-3,103,953.15",21217000000,7124000000,2364000000,2213000000,1913000000,937000000,14093000000,4276000000,6439000000,-2163000000,802000000,802000000,9015000000,12144000000,9542000000,3228000000,3228000000,3228000000,5103000000,5103000000,2602000000,1104000000,1104000000,566000000,566000000,932000000,9073000000,9073000000,20822000000,10177000000,9073000000,8271000000,-2418000000,15280000000,8271000000,6207000000,4937934000,4937934000,1414000000,1414000000,942000000,215000000,215000000,-30000000,-30000000,-954000000,-954000000,-298000000,-304000000,185000000,185000000,555000000,44000000,48000000,-4000000,2213000000,645000000,-25000000,1593000000,-304000000,48000000,-4000000,1110000000
3/31/1999,30.6875,34.71875,28.8125,34.03125,17.569397,1.045,104.476,Buy,192355600,151430598875,155329598875,44.475,8.143,17.841,35.079,116.877,4428000000,4428000000,1146000000,3282000000,2138000000,1953000000,1144000000,-49000000,1082000000,335000000,747000000,747000000,747000000,747000000,747000000,0.15,0.15,4932000000,4974000000,1144000000,3284000000,747000000,780829020,1144000000,1329000000,1146000000,185000000,747000000,1378000000,0.31,"-15,170,979.67",19482000000,6252000000,1754000000,1593000000,1601000000,931000000,13230000000,4137000000,6228000000,-2091000000,762000000,762000000,8331000000,10994000000,8833000000,2932000000,2932000000,2932000000,4959000000,4959000000,2161000000,694000000,694000000,555000000,555000000,912000000,8488000000,8488000000,20274000000,9182000000,8488000000,7726000000,-2581000000,14141000000,7726000000,5653000000,4934602000,4934602000,337000000,337000000,747000000,185000000,185000000,-15000000,-15000000,-512000000,-512000000,-222000000,-228000000,225000000,225000000,520000000,43000000,48000000,-5000000,1593000000,50000000,-105000000,1648000000,-228000000,48000000,-5000000,109000000
12/31/1998,33.5,35.1875,29.78125,32.65625,16.816618,0.969,96.868,Sell,179445200,165189639000,168531639000,47.183,8.889,19.658,37.804,151.694,4458000000,4458000000,1125000000,3333000000,2396000000,2222000000,937000000,-52000000,865000000,268000000,597000000,597000000,597000000,597000000,597000000,0.12,0.12,4928000000,4980000000,937000000,3521000000,597000000,632889017,937000000,1111000000,1125000000,174000000,597000000,1163000000,0.31,"-16,110,982.66",19145000000,6380000000,1807000000,1648000000,1666000000,890000000,12765000000,3669000000,5685000000,-2016000000,547000000,547000000,8549000000,10742000000,8640000000,3141000000,3141000000,3141000000,4462000000,4462000000,2102000000,687000000,687000000,424000000,424000000,991000000,8403000000,8403000000,19922000000,9090000000,8403000000,7856000000,-2260000000,13552000000,7856000000,5149000000,4931034000,4931034000,829000000,829000000,597000000,174000000,174000000,-63000000,-63000000,-1037000000,-1037000000,-226000000,-251000000,104000000,104000000,493000000,2000000,106000000,-104000000,1648000000,-104000000,6000000,1746000000,-251000000,106000000,-104000000,578000000
9/30/1998,28.5625,35.3125,27.6875,33.78125,17.360348,0.841,84.136,Sell,195696600,141271192125,144065192125,37.997,7.529,17.971,30.349,103.793,4747000000,4747000000,1295000000,3452000000,2215000000,2064000000,1237000000,66000000,1287000000,399000000,888000000,888000000,888000000,888000000,888000000,0.18,0.18,4928000000,4984000000,1237000000,3510000000,888000000,842461538,1237000000,1388000000,1295000000,151000000,888000000,1322000000,0.31,"20,461,538.46",17871000000,5996000000,1829000000,1746000000,1594000000,900000000,11875000000,3566000000,5623000000,-2057000000,613000000,613000000,7696000000,10010000000,7840000000,2863000000,2863000000,2863000000,3935000000,3935000000,2170000000,688000000,688000000,540000000,540000000,942000000,7861000000,7861000000,19694000000,8549000000,7861000000,7248000000,-1844000000,12484000000,7248000000,4623000000,4924486000,4924486000,957000000,957000000,888000000,151000000,151000000,24000000,24000000,-346000000,-346000000,-193000000,-202000000,-899000000,-899000000,-18000000,-521000000,59000000,-580000000,1746000000,-288000000,7000000,2027000000,-202000000,59000000,-580000000,755000000
6/30/1998,42.75,44.46875,39.6875,40.25,20.633707,1.063,106.292,Buy,115400200,210933544500,213437544500,55.161,11.123,26.416,41.436,127.122,5151000000,5151000000,1331000000,3820000000,2309000000,2141000000,1511000000,304000000,1803000000,612000000,1191000000,1191000000,1191000000,1191000000,1191000000,0.24,0.24,4938000000,5002000000,1511000000,3640000000,1191000000,990188020,1511000000,1679000000,1331000000,168000000,1191000000,1375000000,0.339,"103,188,019.97",18256000000,6930000000,2153000000,2027000000,1706000000,919000000,11326000000,3456000000,5445000000,-1989000000,615000000,615000000,7255000000,10271000000,8005000000,2770000000,2770000000,2770000000,3971000000,3971000000,2266000000,686000000,686000000,547000000,547000000,1033000000,7985000000,7985000000,19177000000,8671000000,7985000000,7370000000,-1075000000,12642000000,7370000000,4657000000,4934118000,4934118000,1136000000,1136000000,1191000000,168000000,168000000,11000000,11000000,-293000000,-293000000,-211000000,-225000000,-697000000,-697000000,195000000,-519000000,66000000,-585000000,2027000000,146000000,-7000000,1888000000,-225000000,66000000,-585000000,911000000
3/31/1998,38.71875,40.6875,35.9375,37.9375,19.412325,1.174,117.424,Buy,131553800,191330712880,193795712880,48.703,10.133,25.047,43.481,135.143,4457000000,4457000000,1166000000,3291000000,2009000000,1857000000,1282000000,-29000000,1243000000,386000000,857000000,857000000,857000000,857000000,857000000,0.175,0.17,4942000000,5004000000,1282000000,3175000000,857000000,876994368,1282000000,1434000000,1166000000,152000000,857000000,1463000000,0.311,"-9,005,631.54",17299000000,6136000000,2005000000,1888000000,1580000000,949000000,11163000000,3577000000,5623000000,-2046000000,755000000,755000000,6831000000,9660000000,7500000000,2713000000,2713000000,2713000000,3781000000,3781000000,2160000000,689000000,689000000,489000000,489000000,982000000,7639000000,7639000000,18356000000,8328000000,7639000000,6884000000,-1364000000,12109000000,6884000000,4470000000,4941520000,4941520000,511000000,511000000,857000000,152000000,152000000,-10000000,-10000000,-485000000,-485000000,-179000000,-185000000,159000000,159000000,738000000,-223000000,71000000,-294000000,1888000000,185000000,-34000000,1737000000,-185000000,71000000,-294000000,326000000
